,UF,PA_MUNPCN,PA_CMP,PA_QTDPRO,PA_QTDAPR
930,RS,430040,202307,119,119
931,RS,430040,202308,1899,1899
932,RS,430040,202309,97,97
933,RS,430040,202310,10,7
934,RS,430040,202311,53,53
935,RS,430040,202312,110,106
936,RS,430040,202401,1891,1890
937,RS,430040,202402,12,12
938,RS,430040,202403,1192,1191
939,RS,430040,202404,70,68
940,RS,430040,202405,29,28
941,RS,430040,202406,29,28
942,RS,430040,202407,37,36
943,RS,430040,202408,208,205
944,RS,430040,202409,142,137
945,RS,430040,202410,699,694
946,RS,430040,202411,1682,1670
947,RS,430040,202412,2775,2670
948,RS,430045,202201,60,60
949,RS,430045,202202,61,61
950,RS,430045,202203,61,61
951,RS,430045,202204,61,61
952,RS,430045,202205,62,62
953,RS,430045,202206,91,91
954,RS,430045,202207,91,91
955,RS,430045,202208,105,105
956,RS,430045,202209,67,65
957,RS,430045,202210,91,91
958,RS,430045,202211,90,90
959,RS,430045,202212,88,88
960,RS,430045,202301,34,34
961,RS,430045,202302,88,88
962,RS,430045,202303,1,1
963,RS,430045,202305,30,30
964,RS,430045,202306,39,39
965,RS,430045,202307,32,31
966,RS,430045,202308,1,1
967,RS,430045,202309,2,2
968,RS,430045,202310,1,1
969,RS,430045,202311,1,1
970,RS,430045,202312,20,20
971,RS,430045,202401,5,5
972,RS,430045,202403,4,4
973,RS,430045,202404,4,4
974,RS,430045,202407,6,4
975,RS,430045,202408,2,1
976,RS,430045,202409,4,3
977,RS,430045,202410,4,3
978,RS,430045,202411,1,1
979,RS,430045,202412,12,11
980,RS,430047,202201,1,1
981,RS,430047,202202,8,8
982,RS,430047,202203,10,10
983,RS,430047,202204,14,14
984,RS,430047,202205,5,5
985,RS,430047,202206,3,3
986,RS,430047,202207,7,7
987,RS,430047,202208,3,2
988,RS,430047,202209,4,4
989,RS,430047,202210,3,3
990,RS,430047,202211,48,46
991,RS,430047,202212,8,8
992,RS,430047,202301,5,5
993,RS,430047,202302,61,5
994,RS,430047,202303,2,2
995,RS,430047,202304,59,3
996,RS,430047,202305,7,7
997,RS,430047,202306,62,4
998,RS,430047,202307,1,1
999,RS,430047,202308,60,4
1000,RS,430047,202309,6,6
1001,RS,430047,202310,1,1
1002,RS,430047,202311,60,4
1003,RS,430047,202312,6,6
1004,RS,430047,202401,60,4
1005,RS,430047,202403,2,2
1006,RS,430047,202405,1,1
1007,RS,430047,202407,1,1
1008,RS,430047,202408,3,3
1009,RS,430047,202409,3,3
1010,RS,430047,202410,8,5
1011,RS,430047,202412,8,8
1012,RS,430050,202201,4,4
1013,RS,430050,202203,6,6
1014,RS,430050,202204,1,1
1015,RS,430050,202205,5,5
1016,RS,430050,202206,2,2
1017,RS,430050,202207,4,4
1018,RS,430050,202208,7,7
1019,RS,430050,202209,23,23
1020,RS,430050,202210,5,5
1021,RS,430050,202211,7,7
1022,RS,430050,202212,8,6
1023,RS,430050,202301,1,1
1024,RS,430050,202302,4,4
1025,RS,430050,202303,2,2
1026,RS,430050,202304,2,2
1027,RS,430050,202305,1,1
1028,RS,430050,202306,5,5
1029,RS,430050,202307,5,4
1030,RS,430050,202308,58,58
1031,RS,430050,202309,3,3
1032,RS,430050,202310,1,1
1033,RS,430050,202311,118,118
1034,RS,430050,202312,2,2
1035,RS,430050,202401,120,119
1036,RS,430050,202402,1,1
1037,RS,430050,202403,117,117
1038,RS,430050,202405,1,0
1039,RS,430050,202406,1,1
1040,RS,430050,202407,3,3
1041,RS,430050,202408,3,3
1042,RS,430050,202410,174,174
1043,RS,430050,202411,174,174
1044,RS,430050,202412,194,193
1045,RS,430055,202202,1,1
1046,RS,430055,202203,3,3
1047,RS,430055,202205,3,3
1048,RS,430055,202206,4,4
1049,RS,430055,202207,3,3
1050,RS,430055,202208,2,2
1051,RS,430055,202209,4,4
1052,RS,430055,202210,4,4
1053,RS,430055,202211,17,17
1054,RS,430055,202212,17,17
1055,RS,430055,202301,11,11
1056,RS,430055,202302,5,5
1057,RS,430055,202303,20,0
1058,RS,430055,202305,2,2
1059,RS,430055,202306,1,1
1060,RS,430055,202307,3,3
1061,RS,430055,202308,1,1
1062,RS,430055,202309,1,1
1063,RS,430055,202310,2,1
1064,RS,430055,202312,1,0
1065,RS,430055,202401,1,1
1066,RS,430055,202402,12,0
1067,RS,430055,202407,3,3
1068,RS,430055,202408,1,1
1069,RS,430055,202409,2,2
1070,RS,430055,202410,1,1
1071,RS,430055,202412,4,4
1072,RS,430057,202202,2,2
1073,RS,430057,202204,3,3
1074,RS,430057,202205,15,15
1075,RS,430057,202206,3,3
1076,RS,430057,202207,2,2
1077,RS,430057,202208,3,3
1078,RS,430057,202210,2,2
1079,RS,430057,202211,12,12
1080,RS,430057,202212,4,4
1081,RS,430057,202301,33,3
1082,RS,430057,202304,31,31
1083,RS,430057,202305,5,5
1084,RS,430057,202306,34,34
1085,RS,430057,202307,31,31
1086,RS,430057,202308,4,4
1087,RS,430057,202401,3,3
1088,RS,430057,202402,2,2
1089,RS,430057,202404,2,2
1090,RS,430057,202408,1,1
1091,RS,430057,202410,59,59
1092,RS,430057,202411,65,65
1093,RS,430057,202412,42,42
1094,RS,430060,202112,1,1
1095,RS,430060,202201,4578,4426
1096,RS,430060,202202,3649,3649
1097,RS,430060,202203,4621,4469
1098,RS,430060,202204,4026,3966
1099,RS,430060,202205,5137,5017
1100,RS,430060,202206,5268,4724
1101,RS,430060,202207,4424,3774
1102,RS,430060,202208,4555,3955
1103,RS,430060,202209,5472,5292
1104,RS,430060,202210,5381,5201
1105,RS,430060,202211,5519,5399
1106,RS,430060,202212,5574,5574
1107,RS,430060,202301,5828,5828
1108,RS,430060,202302,5104,5048
1109,RS,430060,202303,951,950
1110,RS,430060,202304,1785,1785
1111,RS,430060,202305,2031,1978
1112,RS,430060,202306,4586,4510
1113,RS,430060,202307,4116,4055
1114,RS,430060,202308,3751,3751
1115,RS,430060,202309,997,997
1116,RS,430060,202310,559,559
1117,RS,430060,202311,668,668
1118,RS,430060,202312,1227,1226
1119,RS,430060,202401,3837,3805
1120,RS,430060,202402,413,413
1121,RS,430060,202403,1916,1916
1122,RS,430060,202404,286,208
1123,RS,430060,202405,100,100
1124,RS,430060,202406,582,579
1125,RS,430060,202407,841,841
1126,RS,430060,202408,1108,1108
1127,RS,430060,202409,1433,1431
1128,RS,430060,202410,3489,3399
1129,RS,430060,202411,5028,4907
1130,RS,430060,202412,6539,6419
1131,RS,430063,202201,1,1
1132,RS,430063,202202,17,17
1133,RS,430063,202204,8,8
1134,RS,430063,202205,8,8
1135,RS,430063,202206,2,2
1136,RS,430063,202208,4,4
1137,RS,430063,202209,56,56
1138,RS,430063,202210,52,52
1139,RS,430063,202211,63,63
1140,RS,430063,202212,23,23
1141,RS,430063,202301,26,26
1142,RS,430063,202302,112,56
1143,RS,430063,202304,32,32
1144,RS,430063,202305,1,1
1145,RS,430063,202306,258,144
1146,RS,430063,202307,163,163
1147,RS,430063,202308,64,64
1148,RS,430063,202309,4,4
1149,RS,430063,202312,1,1
1150,RS,430063,202401,184,184
1151,RS,430063,202403,112,112
1152,RS,430063,202405,1,1
1153,RS,430063,202407,1,1
1154,RS,430063,202409,1,1
1155,RS,430063,202410,64,4
1156,RS,430063,202411,122,62
1157,RS,430063,202412,122,92
1158,RS,430064,202201,7,7
1159,RS,430064,202202,32,32
1160,RS,430064,202203,9,9
1161,RS,430064,202204,25,25
1162,RS,430064,202205,2,1
1163,RS,430064,202206,96,96
1164,RS,430064,202207,37,37
1165,RS,430064,202208,133,133
1166,RS,430064,202209,124,124
1167,RS,430064,202210,72,72
1168,RS,430064,202211,67,67
1169,RS,430064,202212,148,148
1170,RS,430064,202301,156,153
1171,RS,430064,202302,116,116
1172,RS,430064,202303,8,8
1173,RS,430064,202304,3,3
1174,RS,430064,202306,4,4
1175,RS,430064,202307,2,2
1176,RS,430064,202308,66,64
1177,RS,430064,202309,7,7
1178,RS,430064,202311,90,90
1179,RS,430064,202312,1,1
1180,RS,430064,202401,45,45
1181,RS,430064,202402,2,2
1182,RS,430064,202403,1,1
1183,RS,430064,202406,2,2
1184,RS,430064,202407,1,1
1185,RS,430064,202408,16,15
1186,RS,430064,202409,4,3
1187,RS,430064,202410,188,187
1188,RS,430064,202411,185,185
1189,RS,430064,202412,188,188
1190,RS,430066,202201,69,69
1191,RS,430066,202202,56,56
1192,RS,430066,202203,59,59
1193,RS,430066,202205,2,2
1194,RS,430066,202206,121,121
1195,RS,430066,202207,116,116
1196,RS,430066,202208,116,56
1197,RS,430066,202210,11,11
1198,RS,430066,202212,80,80
1199,RS,430066,202301,56,56
1200,RS,430066,202302,56,56
1201,RS,430066,202303,1,1
1202,RS,430066,202306,84,84
1203,RS,430066,202307,1,1
1204,RS,430066,202308,30,30
1205,RS,430066,202401,86,86
1206,RS,430066,202402,2,1
1207,RS,430066,202406,2,2
1208,RS,430066,202407,1,1
1209,RS,430066,202412,2,2
1210,RS,430070,202201,139,139
1211,RS,430070,202202,91,91
1212,RS,430070,202203,95,95
1213,RS,430070,202204,103,103
1214,RS,430070,202205,112,112
1215,RS,430070,202206,52,52
1216,RS,430070,202207,104,104
1217,RS,430070,202208,92,92
1218,RS,430070,202209,105,105
1219,RS,430070,202210,178,178
1220,RS,430070,202211,160,160
1221,RS,430070,202212,91,91
1222,RS,430070,202301,120,120
1223,RS,430070,202302,98,98
1224,RS,430070,202303,3,3
1225,RS,430070,202304,68,68
1226,RS,430070,202305,60,60
1227,RS,430070,202306,9,9
1228,RS,430070,202307,10,10
1229,RS,430070,202308,10,10
1230,RS,430070,202309,3,3
1231,RS,430070,202311,31,31
1232,RS,430070,202312,2,2
1233,RS,430070,202401,36,36
1234,RS,430070,202402,1,1
1235,RS,430070,202405,1,1
1236,RS,430070,202406,3,3
1237,RS,430070,202407,7,7
1238,RS,430070,202408,1,1
1239,RS,430070,202409,8,8
1240,RS,430070,202410,7,7
1241,RS,430070,202411,5,5
1242,RS,430070,202412,33,33
1243,RS,430080,202201,339,125
1244,RS,430080,202202,185,129
1245,RS,430080,202203,219,38
1246,RS,430080,202204,193,133
1247,RS,430080,202205,259,109
1248,RS,430080,202206,394,14
1249,RS,430080,202207,286,16
1250,RS,430080,202208,310,40
1251,RS,430080,202209,315,225
1252,RS,430080,202210,429,279
1253,RS,430080,202211,434,284
1254,RS,430080,202212,494,164
1255,RS,430080,202301,418,208
1256,RS,430080,202302,429,261
1257,RS,430080,202303,3,3
1258,RS,430080,202304,180,180
1259,RS,430080,202305,10,10
1260,RS,430080,202306,370,370
1261,RS,430080,202307,487,487
1262,RS,430080,202308,430,430
1263,RS,430080,202309,1,1
1264,RS,430080,202310,2,2
1265,RS,430080,202311,62,62
1266,RS,430080,202401,485,485
1267,RS,430080,202402,4,4
1268,RS,430080,202403,178,178
1269,RS,430080,202404,2,2
1270,RS,430080,202405,1,1
1271,RS,430080,202406,2,2
1272,RS,430080,202407,1,1
1273,RS,430080,202408,6,6
1274,RS,430080,202410,306,306
1275,RS,430080,202411,710,590
1276,RS,430080,202412,890,890
1277,RS,430085,202201,160,130
1278,RS,430085,202202,137,137
1279,RS,430085,202203,167,137
1280,RS,430085,202204,208,178
1281,RS,430085,202205,163,133
1282,RS,430085,202206,196,136
1283,RS,430085,202207,211,121
1284,RS,430085,202208,242,154
1285,RS,430085,202209,181,181
1286,RS,430085,202210,201,201
1287,RS,430085,202211,249,249
1288,RS,430085,202212,114,114
1289,RS,430085,202301,218,218
1290,RS,430085,202302,169,169
1291,RS,430085,202303,15,15
1292,RS,430085,202304,108,108
1293,RS,430085,202305,86,86
1294,RS,430085,202306,113,113
1295,RS,430085,202307,133,133
1296,RS,430085,202308,96,96
1297,RS,430085,202309,9,9
1298,RS,430085,202310,1,0
1299,RS,430085,202311,8,8
1300,RS,430085,202312,29,29
1301,RS,430085,202401,83,83
1302,RS,430085,202402,20,20
1303,RS,430085,202403,65,65
1304,RS,430085,202404,2,2
1305,RS,430085,202405,3,3
1306,RS,430085,202406,5,5
1307,RS,430085,202407,37,37
1308,RS,430085,202408,25,25
1309,RS,430085,202409,50,50
1310,RS,430085,202410,86,84
1311,RS,430085,202411,93,93
1312,RS,430085,202412,172,171
1313,RS,430087,202201,338,308
1314,RS,430087,202202,329,329
1315,RS,430087,202203,276,276
1316,RS,430087,202204,395,395
1317,RS,430087,202205,306,306
1318,RS,430087,202206,314,254
1319,RS,430087,202207,306,246
1320,RS,430087,202208,501,441
1321,RS,430087,202209,456,456
1322,RS,430087,202210,457,457
1323,RS,430087,202211,464,464
1324,RS,430087,202212,392,392
1325,RS,430087,202301,470,470
1326,RS,430087,202302,427,427
1327,RS,430087,202304,3,3
1328,RS,430087,202305,62,62
1329,RS,430087,202306,529,528
1330,RS,430087,202307,95,95
1331,RS,430087,202308,97,97
1332,RS,430087,202309,2,2
1333,RS,430087,202311,363,363
1334,RS,430087,202401,606,606
1335,RS,430087,202402,5,5
1336,RS,430087,202403,208,208
1337,RS,430087,202404,3,3
1338,RS,430087,202406,1,1
1339,RS,430087,202407,1,1
1340,RS,430087,202409,2,2
1341,RS,430087,202410,228,228
1342,RS,430087,202411,557,557
1343,RS,430087,202412,212,212
1344,RS,430090,202112,1,1
1345,RS,430090,202201,386,386
1346,RS,430090,202202,298,298
1347,RS,430090,202203,342,338
1348,RS,430090,202204,339,333
1349,RS,430090,202205,416,416
1350,RS,430090,202206,433,421
1351,RS,430090,202207,516,512
1352,RS,430090,202208,664,663
1353,RS,430090,202209,657,656
1354,RS,430090,202210,700,700
1355,RS,430090,202211,630,630
1356,RS,430090,202212,710,690
1357,RS,430090,202301,659,658
1358,RS,430090,202302,524,524
1359,RS,430090,202303,1,1
1360,RS,430090,202304,273,266
1361,RS,430090,202305,6,1
1362,RS,430090,202306,222,212
1363,RS,430090,202307,642,632
1364,RS,430090,202308,541,541
1365,RS,430090,202309,1,0
1366,RS,430090,202311,543,543
1367,RS,430090,202312,7,6
1368,RS,430090,202401,480,480
1369,RS,430090,202402,1,1
1370,RS,430090,202403,270,270
1371,RS,430090,202405,1,1
1372,RS,430090,202407,1,1
1373,RS,430090,202408,1,1
1374,RS,430090,202409,3,2
1375,RS,430090,202410,511,511
1376,RS,430090,202411,750,750
1377,RS,430090,202412,662,661
1378,RS,430100,202201,97,97
1379,RS,430100,202202,172,172
1380,RS,430100,202203,158,157
1381,RS,430100,202204,133,130
1382,RS,430100,202205,235,234
1383,RS,430100,202206,123,123
1384,RS,430100,202207,139,139
1385,RS,430100,202208,159,158
1386,RS,430100,202209,215,213
1387,RS,430100,202210,184,181
1388,RS,430100,202211,174,172
1389,RS,430100,202212,327,327
1390,RS,430100,202301,239,239
1391,RS,430100,202302,260,250
1392,RS,430100,202303,22,16
1393,RS,430100,202304,189,189
1394,RS,430100,202305,155,155
1395,RS,430100,202306,10,10
1396,RS,430100,202307,16,16
1397,RS,430100,202308,234,234
1398,RS,430100,202309,23,23
1399,RS,430100,202310,4,4
1400,RS,430100,202311,171,171
1401,RS,430100,202312,37,37
1402,RS,430100,202401,249,249
1403,RS,430100,202402,5,5
1404,RS,430100,202404,4,4
1405,RS,430100,202405,3,3
1406,RS,430100,202406,3,3
1407,RS,430100,202407,64,42
1408,RS,430100,202408,19,7
1409,RS,430100,202409,32,14
1410,RS,430100,202410,273,258
1411,RS,430100,202411,301,297
1412,RS,430100,202412,429,337
1413,RS,430105,202201,365,317
1414,RS,430105,202202,226,226
1415,RS,430105,202203,174,174
1416,RS,430105,202204,205,205
1417,RS,430105,202205,109,109
1418,RS,430105,202206,216,216
1419,RS,430105,202207,162,162
1420,RS,430105,202208,213,213
1421,RS,430105,202209,168,168
1422,RS,430105,202210,175,155
1423,RS,430105,202211,270,270
1424,RS,430105,202212,198,198
1425,RS,430105,202301,171,171
1426,RS,430105,202302,172,172
1427,RS,430105,202303,34,34
1428,RS,430105,202304,116,116
1429,RS,430105,202305,58,58
1430,RS,430105,202306,299,297
1431,RS,430105,202307,237,237
1432,RS,430105,202308,182,182
1433,RS,430105,202309,27,27
1434,RS,430105,202310,5,5
1435,RS,430105,202311,150,150
1436,RS,430105,202312,22,22
1437,RS,430105,202401,49,49
1438,RS,430105,202402,22,22
1439,RS,430105,202403,8,8
1440,RS,430105,202404,11,11
1441,RS,430105,202405,4,4
1442,RS,430105,202406,8,8
1443,RS,430105,202407,54,54
1444,RS,430105,202408,61,58
1445,RS,430105,202409,41,39
1446,RS,430105,202410,281,281
1447,RS,430105,202411,171,170
1448,RS,430105,202412,307,307
1449,RS,430107,202201,4,4
1450,RS,430107,202203,1,1
1451,RS,430107,202204,4,4
1452,RS,430107,202205,4,4
1453,RS,430107,202206,4,4
1454,RS,430107,202207,5,5
1455,RS,430107,202208,5,5
1456,RS,430107,202209,7,7
1457,RS,430107,202210,1,1
1458,RS,430107,202211,11,11
1459,RS,430107,202212,5,5
1460,RS,430107,202301,9,9
1461,RS,430107,202302,2,2
1462,RS,430107,202303,3,3
1463,RS,430107,202304,1,1
1464,RS,430107,202305,4,4
1465,RS,430107,202306,1,1
1466,RS,430107,202307,3,3
1467,RS,430107,202308,3,3
1468,RS,430107,202312,3,3
1469,RS,430107,202401,9,9
1470,RS,430107,202406,1,1
1471,RS,430107,202407,1,1
1472,RS,430107,202409,2,2
1473,RS,430107,202410,3,3
1474,RS,430107,202411,120,60
1475,RS,430107,202412,71,71
1476,RS,430110,202201,545,545
1477,RS,430110,202202,555,555
1478,RS,430110,202203,596,596
1479,RS,430110,202204,609,579
1480,RS,430110,202205,570,540
1481,RS,430110,202206,482,362
1482,RS,430110,202207,406,286
1483,RS,430110,202208,336,276
1484,RS,430110,202209,457,457
1485,RS,430110,202210,530,530
1486,RS,430110,202211,470,470
1487,RS,430110,202212,395,395
1488,RS,430110,202301,610,610
1489,RS,430110,202302,461,461
1490,RS,430110,202303,73,73
1491,RS,430110,202304,92,92
1492,RS,430110,202305,73,73
1493,RS,430110,202306,439,436
1494,RS,430110,202307,310,310
1495,RS,430110,202308,302,302
1496,RS,430110,202309,39,39
1497,RS,430110,202310,2,2
1498,RS,430110,202311,241,241
1499,RS,430110,202312,55,54
1500,RS,430110,202401,406,406
1501,RS,430110,202402,32,32
1502,RS,430110,202403,300,300
1503,RS,430110,202404,5,5
1504,RS,430110,202405,7,7
1505,RS,430110,202406,16,16
1506,RS,430110,202407,100,100
1507,RS,430110,202408,54,54
1508,RS,430110,202409,41,40
1509,RS,430110,202410,438,436
1510,RS,430110,202411,495,493
1511,RS,430110,202412,627,595
1512,RS,430120,202112,2,2
1513,RS,430120,202201,304,304
1514,RS,430120,202202,270,270
1515,RS,430120,202203,277,277
1516,RS,430120,202204,273,273
1517,RS,430120,202205,380,380
1518,RS,430120,202206,425,425
1519,RS,430120,202207,211,211
1520,RS,430120,202208,397,397
1521,RS,430120,202209,341,341
1522,RS,430120,202210,369,369
1523,RS,430120,202211,398,398
1524,RS,430120,202212,216,216
1525,RS,430120,202301,448,448
1526,RS,430120,202302,326,326
1527,RS,430120,202303,4,4
1528,RS,430120,202304,153,153
1529,RS,430120,202305,9,9
1530,RS,430120,202306,44,43
1531,RS,430120,202312,2,2
1532,RS,430120,202401,5,5
1533,RS,430120,202402,1,1
1534,RS,430120,202403,1,1
1535,RS,430120,202404,2,2
1536,RS,430120,202406,2,2
1537,RS,430120,202407,5,5
1538,RS,430120,202408,1,1
1539,RS,430120,202409,1,1
1540,RS,430120,202410,518,518
1541,RS,430120,202411,451,451
1542,RS,430120,202412,547,547
1543,RS,430130,202201,35,35
1544,RS,430130,202202,90,90
1545,RS,430130,202203,70,70
1546,RS,430130,202204,181,181
1547,RS,430130,202205,70,70
1548,RS,430130,202206,303,303
1549,RS,430130,202207,298,298
1550,RS,430130,202208,350,350
1551,RS,430130,202209,478,478
1552,RS,430130,202210,517,517
1553,RS,430130,202211,547,547
1554,RS,430130,202212,57,57
1555,RS,430130,202301,462,462
1556,RS,430130,202302,475,418
1557,RS,430130,202303,17,17
1558,RS,430130,202304,270,270
1559,RS,430130,202305,1,1
1560,RS,430130,202306,460,404
1561,RS,430130,202307,377,377
1562,RS,430130,202308,581,577
1563,RS,430130,202309,9,9
1564,RS,430130,202310,15,15
1565,RS,430130,202311,59,59
1566,RS,430130,202312,18,18
1567,RS,430130,202401,618,530
1568,RS,430130,202402,14,14
1569,RS,430130,202403,300,240
1570,RS,430130,202404,1,1
1571,RS,430130,202405,5,5
1572,RS,430130,202406,2,2
1573,RS,430130,202407,7,6
1574,RS,430130,202408,2,2
1575,RS,430130,202409,2,2
1576,RS,430130,202410,300,244
1577,RS,430130,202411,421,335
1578,RS,430130,202412,1052,580
1579,RS,430140,202201,12,12
1580,RS,430140,202202,12,12
1581,RS,430140,202203,14,14
1582,RS,430140,202204,16,16
1583,RS,430140,202205,18,17
1584,RS,430140,202206,14,13
1585,RS,430140,202207,14,14
1586,RS,430140,202208,13,12
1587,RS,430140,202209,15,15
1588,RS,430140,202210,16,16
1589,RS,430140,202211,13,13
1590,RS,430140,202212,18,18
1591,RS,430140,202301,78,78
1592,RS,430140,202302,31,31
1593,RS,430140,202303,8,8
1594,RS,430140,202304,63,63
1595,RS,430140,202305,6,6
1596,RS,430140,202306,71,9
1597,RS,430140,202307,74,14
1598,RS,430140,202308,162,72
1599,RS,430140,202309,3,2
1600,RS,430140,202310,2,2
1601,RS,430140,202311,64,8
1602,RS,430140,202312,12,11
1603,RS,430140,202401,206,84
1604,RS,430140,202402,2,2
1605,RS,430140,202403,5,5
1606,RS,430140,202404,1,1
1607,RS,430140,202405,1,1
1608,RS,430140,202406,1,1
1609,RS,430140,202407,5,5
1610,RS,430140,202408,11,11
1611,RS,430140,202409,2,2
1612,RS,430140,202410,10,8
1613,RS,430140,202411,6,6
1614,RS,430140,202412,31,29
1615,RS,430150,202201,365,365
1616,RS,430150,202202,355,355
1617,RS,430150,202203,303,303
1618,RS,430150,202204,345,345
1619,RS,430150,202205,348,348
1620,RS,430150,202206,402,372
1621,RS,430150,202207,456,426
1622,RS,430150,202208,182,182
1623,RS,430150,202209,580,550
1624,RS,430150,202210,670,640
1625,RS,430150,202211,599,569
1626,RS,430150,202212,654,625
1627,RS,430150,202301,487,457
1628,RS,430150,202302,341,341
1629,RS,430150,202303,3,3
1630,RS,430150,202304,537,537
1631,RS,430150,202305,601,571
1632,RS,430150,202306,187,187
1633,RS,430150,202307,12,12
1634,RS,430150,202308,547,547
1635,RS,430150,202309,22,22
1636,RS,430150,202310,3,2
1637,RS,430150,202311,307,306
1638,RS,430150,202312,5,5
1639,RS,430150,202401,542,542
1640,RS,430150,202402,15,15
1641,RS,430150,202403,645,644
1642,RS,430150,202404,8,5
1643,RS,430150,202405,12,12
1644,RS,430150,202406,6,5
1645,RS,430150,202407,13,13
1646,RS,430150,202408,21,7
1647,RS,430150,202409,30,16
1648,RS,430150,202410,590,570
1649,RS,430150,202411,606,591
1650,RS,430150,202412,594,577
1651,RS,430155,202201,1,1
1652,RS,430155,202202,4,4
1653,RS,430155,202203,2,2
1654,RS,430155,202204,6,5
1655,RS,430155,202205,2,2
1656,RS,430155,202206,1,1
1657,RS,430155,202207,2,1
1658,RS,430155,202208,3,3
1659,RS,430155,202209,2,2
1660,RS,430155,202210,1,1
1661,RS,430155,202211,4,4
1662,RS,430155,202212,2,2
1663,RS,430155,202301,1,1
1664,RS,430155,202302,3,3
1665,RS,430155,202303,1,1
1666,RS,430155,202305,2,2
1667,RS,430155,202306,3,3
1668,RS,430155,202307,1,1
1669,RS,430155,202308,1,0
1670,RS,430155,202309,1,1
1671,RS,430155,202310,1,1
1672,RS,430155,202311,5,5
1673,RS,430155,202312,23,3
1674,RS,430155,202401,11,1
1675,RS,430155,202402,2,2
1676,RS,430155,202403,1,1
1677,RS,430155,202404,1,1
1678,RS,430155,202406,1,1
1679,RS,430155,202407,3,3
1680,RS,430155,202408,1,1
1681,RS,430155,202409,2,2
1682,RS,430155,202410,121,121
1683,RS,430155,202411,151,151
1684,RS,430155,202412,159,155
1685,RS,430160,202201,502,501
1686,RS,430160,202202,529,529
1687,RS,430160,202203,848,847
1688,RS,430160,202204,545,544
1689,RS,430160,202205,397,397
