,nome_municipio,area_desmatada,codigo_municipio,uf,ano
4122,Canaã dos Carajás,0.35,1502152,Pará,2013
4123,Guimarães,0.0,2104909,Maranhão,2013
4124,Belterra,0.68,1501451,Pará,2013
4125,Itapiratins,0.0,1710904,Tocantins,2013
4126,Araguanã,2.08,2100873,Maranhão,2013
4127,Viseu,0.91,1508308,Pará,2013
4128,Uruará,47.3,1508159,Pará,2013
4129,Junco do Maranhão,0.0,2105658,Maranhão,2013
4130,Novo Aripuanã,42.86,1303304,Amazonas,2013
4131,Cotriguaçu,42.6,5103379,Mato Grosso,2013
4132,Jatobá,5.32,2105450,Maranhão,2013
4133,Rio Sono,0.0,1718758,Tocantins,2013
4134,Tracuateua,0.0,1508035,Pará,2013
4135,Breu Branco,11.18,1501782,Pará,2013
4136,Santa Tereza do Tocantins,0.0,1719004,Tocantins,2013
4137,Maracaçumé,0.0,2106326,Maranhão,2013
4138,Parintins,3.85,1303403,Amazonas,2013
4139,Porto Grande,1.87,1600535,Amapá,2013
4140,Aragominas,3.2,1701309,Tocantins,2013
4141,Pugmil,0.0,1718451,Tocantins,2013
4142,Araguacema,1.41,1701903,Tocantins,2013
4143,Novo Airão,0.61,1303205,Amazonas,2013
4144,Breves,1.25,1501808,Pará,2013
4145,Acará,18.27,1500206,Pará,2013
4146,Augustinópolis,0.0,1702554,Tocantins,2013
4147,Canutama,29.46,1300904,Amazonas,2013
4148,Serra Nova Dourada,16.17,5107883,Mato Grosso,2013
4149,Humaitá,10.69,1301704,Amazonas,2013
4150,Borba,2.41,1300805,Amazonas,2013
4151,Ourilândia do Norte,4.45,1505437,Pará,2013
4152,Cerejeiras,0.64,1100056,Rondônia,2013
4153,Mãe do Rio,0.0,1504059,Pará,2013
4154,Bom Jesus das Selvas,20.09,2102036,Maranhão,2013
4155,São João do Soter,0.0,2111078,Maranhão,2013
4156,Magalhães Barata,0.58,1504109,Pará,2013
4157,Senador Alexandre Costa,2.52,2111748,Maranhão,2013
4158,São Mateus do Maranhão,0.0,2111508,Maranhão,2013
4159,Marajá do Sena,0.73,2106359,Maranhão,2013
4160,Igarapé do Meio,0.52,2105153,Maranhão,2013
4161,Santa Rosa do Tocantins,0.0,1718907,Tocantins,2013
4162,Manacapuru,1.81,1302504,Amazonas,2013
4163,Alvarães,0.79,1300029,Amazonas,2013
4164,Cabixi,1.39,1100031,Rondônia,2013
4165,Candeias do Jamari,46.91,1100809,Rondônia,2013
4166,Nova Canaã do Norte,2.06,5106216,Mato Grosso,2013
4167,Moju,35.93,1504703,Pará,2013
4168,Maués,15.59,1302900,Amazonas,2013
4169,São Miguel do Guaporé,7.71,1100320,Rondônia,2013
4170,Santa Maria das Barreiras,20.85,1506583,Pará,2013
4171,Silves,0.87,1304005,Amazonas,2013
4172,Bandeirantes do Tocantins,0.0,1703057,Tocantins,2013
4173,Porto Alegre do Norte,1.53,5106778,Mato Grosso,2013
4174,Gaúcha do Norte,25.24,5103858,Mato Grosso,2013
4175,Nova Monte Verde,3.01,5108956,Mato Grosso,2013
4176,Cametá,0.4,1502103,Pará,2013
4177,Tarauacá,13.94,1200609,Acre,2013
4178,São José do Xingu,1.66,5107354,Mato Grosso,2013
4179,Nova Olinda do Norte,0.85,1303106,Amazonas,2013
4180,Pracuúba,2.09,1600550,Amapá,2013
4181,Bom Jesus do Araguaia,0.28,5101852,Mato Grosso,2013
4182,Santo Antônio do Içá,0.0,1303700,Amazonas,2013
4183,Tabatinga,0.23,1304062,Amazonas,2013
4184,Vitória do Xingu,9.27,1508357,Pará,2013
4185,Campos de Júlio,0.51,5102686,Mato Grosso,2013
4186,Aripuanã,40.01,5101407,Mato Grosso,2013
4187,Alvorada D'Oeste,1.42,1100346,Rondônia,2013
4188,Nova Ubiratã,9.69,5106240,Mato Grosso,2013
4189,Cruzeiro do Sul,5.48,1200203,Acre,2013
4190,Alta Floresta,7.0,5100250,Mato Grosso,2013
4191,Faro,1.35,1503002,Pará,2013
4192,Canarana,2.57,5102702,Mato Grosso,2013
4193,Cachoeira do Arari,0.08,1502004,Pará,2013
4194,Paraíso do Tocantins,0.0,1716109,Tocantins,2013
4195,Primavera de Rondônia,1.05,1101476,Rondônia,2013
4196,Cutias,0.22,1600212,Amapá,2013
4197,Cacoal,1.81,1100049,Rondônia,2013
4198,Piçarra,3.55,1505635,Pará,2013
4199,Vitória do Jari,0.69,1600808,Amapá,2013
4200,Porto Nacional,0.0,1718204,Tocantins,2013
4201,Assis Brasil,4.8,1200054,Acre,2013
4202,Planalto da Serra,0.0,5106455,Mato Grosso,2013
4203,Colinas do Tocantins,0.0,1705508,Tocantins,2013
4204,Colíder,1.09,5103205,Mato Grosso,2013
4205,Sinop,20.49,5107909,Mato Grosso,2013
4206,Muricilândia,0.26,1713957,Tocantins,2013
4207,Alta Floresta D'Oeste,6.65,1100015,Rondônia,2013
4208,Sorriso,0.58,5107925,Mato Grosso,2013
4209,Inhangapi,0.24,1503408,Pará,2013
4210,Bacabal,0.0,2101202,Maranhão,2013
4211,Primavera,0.23,1506104,Pará,2013
4212,Presidente Sarney,0.58,2109270,Maranhão,2013
4213,Lagoa Grande do Maranhão,0.25,2105963,Maranhão,2013
4214,Campestre do Maranhão,0.56,2102556,Maranhão,2013
4215,Dom Pedro,0.59,2103802,Maranhão,2013
4216,Itaguatins,0.58,1710706,Tocantins,2013
4217,Nova Olinda do Maranhão,14.77,2107357,Maranhão,2013
4218,Ananás,0.31,1701002,Tocantins,2013
4219,Santa Luzia do Paruá,0.0,2110039,Maranhão,2013
4220,Palmeirândia,0.0,2107605,Maranhão,2013
4221,Nova Esperança do Piriá,6.82,1504950,Pará,2013
4222,Alto Taquari,0.0,5100607,Mato Grosso,2013
4223,Ji-Paraná,2.81,1100122,Rondônia,2013
4224,Boa Vista do Ramos,0.69,1300680,Amazonas,2013
4225,Carolina,0.0,2102804,Maranhão,2013
4226,Japurá,0.15,1302108,Amazonas,2013
4227,Santa Bárbara do Pará,0.24,1506351,Pará,2013
4228,Monte do Carmo,0.0,1713601,Tocantins,2013
4229,Prainha,27.56,1506005,Pará,2013
4230,Tuntum,7.04,2112308,Maranhão,2013
4231,Curuçá,2.3,1502905,Pará,2013
4232,Taipas do Tocantins,0.0,1720937,Tocantins,2013
4233,Itaipava do Grajaú,0.36,2105351,Maranhão,2013
4234,Laranjal do Jari,0.78,1600279,Amapá,2013
4235,Senador La Rocque,0.44,2111763,Maranhão,2013
4236,Santa Luzia,0.75,2110005,Maranhão,2013
4237,Santana do Araguaia,39.03,1506708,Pará,2013
4238,Santo Antônio do Tauá,0.46,1507003,Pará,2013
4239,Tasso Fragoso,0.0,2112001,Maranhão,2013
4240,Porto Rico do Maranhão,0.0,2109056,Maranhão,2013
4241,Silvanópolis,0.0,1720655,Tocantins,2013
4242,Sítio Novo do Tocantins,0.14,1720804,Tocantins,2013
4243,Santa Luzia do Pará,0.0,1506559,Pará,2013
4244,Raposa,0.09,2109452,Maranhão,2013
4245,Vila Rica,7.93,5108600,Mato Grosso,2013
4246,Olinda Nova do Maranhão,0.0,2107456,Maranhão,2013
4247,Presidente Vargas,0.4,2109304,Maranhão,2013
4248,Bacurituba,0.0,2101350,Maranhão,2013
4249,Gonçalves Dias,13.35,2104404,Maranhão,2013
4250,São José de Ribamar,0.0,2111201,Maranhão,2013
4251,Altamira do Maranhão,0.0,2100402,Maranhão,2013
4252,Garrafão do Norte,0.34,1503077,Pará,2013
4253,Fortuna,7.8,2104206,Maranhão,2013
4254,São Caetano de Odivelas,0.48,1507102,Pará,2013
4255,Machadinho D'Oeste,81.06,1100130,Rondônia,2013
4256,Bequimão,0.0,2101905,Maranhão,2013
4257,Rosário,2.5,2109601,Maranhão,2013
4258,Capitão Poço,1.13,1502301,Pará,2013
4259,Bujaru,2.62,1501907,Pará,2013
4260,Monte Negro,25.76,1101401,Rondônia,2013
4261,Rodrigues Alves,3.7,1200427,Acre,2013
4262,Terra Santa,2.98,1507979,Pará,2013
4263,Bacuri,0.0,2101301,Maranhão,2013
4264,Santa Rita,3.54,2110203,Maranhão,2013
4265,Capanema,0.13,1502202,Pará,2013
4266,Presidente Dutra,2.05,2109106,Maranhão,2013
4267,Santarém,6.05,1506807,Pará,2013
4268,Melgaço,0.64,1504505,Pará,2013
4269,Peixe-Boi,0.49,1505601,Pará,2013
4270,Passagem Franca,0.0,2107902,Maranhão,2013
4271,Juruena,12.07,5105176,Mato Grosso,2013
4272,Anajás,0.0,1500701,Pará,2013
4273,Buritis,50.89,1100452,Rondônia,2013
4274,Dom Eliseu,10.32,1502939,Pará,2013
4275,Senador José Porfírio,14.55,1507805,Pará,2013
4276,Vargem Grande,0.0,2112704,Maranhão,2013
4277,Rio da Conceição,0.0,1718659,Tocantins,2013
4278,Itapecuru Mirim,6.74,2105401,Maranhão,2013
4279,Loreto,0.0,2106102,Maranhão,2013
4280,Benedito Leite,0.0,2101806,Maranhão,2013
4281,Jacundá,1.85,1503804,Pará,2013
4282,Porto Walter,1.65,1200393,Acre,2013
4283,Abel Figueiredo,0.36,1500131,Pará,2013
4284,Açailândia,5.69,2100055,Maranhão,2013
4285,Itacoatiara,4.09,1301902,Amazonas,2013
4286,São Miguel do Tocantins,0.16,1720200,Tocantins,2013
4287,Bom Lugar,0.0,2102077,Maranhão,2013
4288,Marianópolis do Tocantins,1.66,1712504,Tocantins,2013
4289,Santa Inês,0.0,2109908,Maranhão,2013
4290,Codó,0.0,2103307,Maranhão,2013
4291,Carlinda,4.38,5102793,Mato Grosso,2013
4292,Pindorama do Tocantins,0.0,1717008,Tocantins,2013
4293,Alto Parnaíba,0.0,2100501,Maranhão,2013
4294,Feliz Natal,21.93,5103700,Mato Grosso,2013
4295,São Félix do Araguaia,16.13,5107859,Mato Grosso,2013
4296,Pequizeiro,0.0,1716653,Tocantins,2013
4297,Eldorado do Carajás,4.65,1502954,Pará,2013
4298,Rio Crespo,5.16,1100262,Rondônia,2013
4299,Brasiléia,17.19,1200104,Acre,2013
4300,Tangará da Serra,0.88,5107958,Mato Grosso,2013
4301,Fonte Boa,0.18,1301605,Amazonas,2013
4302,São Miguel do Guamá,0.82,1507607,Pará,2013
4303,Nova Ipixuna,2.2,1504976,Pará,2013
4304,Filadélfia,0.0,1707702,Tocantins,2013
4305,São Domingos do Azeitão,0.0,2110658,Maranhão,2013
4306,Beruri,2.4,1300631,Amazonas,2013
4307,Espigão D'Oeste,2.29,1100098,Rondônia,2013
4308,Uiramutã,0.83,1400704,Roraima,2013
4309,Esperantinópolis,0.0,2104008,Maranhão,2013
4310,Apiacás,18.59,5100805,Mato Grosso,2013
4311,Tupiratins,0.0,1721307,Tocantins,2013
4312,Itanhangá,24.44,5104542,Mato Grosso,2013
4313,Barreirinha,3.1,1300508,Amazonas,2013
4314,Nobres,0.93,5105903,Mato Grosso,2013
4315,São Luís,0.27,2111300,Maranhão,2013
4316,Tucuruí,0.82,1508100,Pará,2013
4317,Paranã,0.0,1716208,Tocantins,2013
4318,Imperatriz,0.17,2105302,Maranhão,2013
4319,Benevides,0.16,1501501,Pará,2013
4320,São João do Carú,2.27,2111029,Maranhão,2013
4321,Cariri do Tocantins,0.0,1703867,Tocantins,2013
4322,Óbidos,15.49,1505106,Pará,2013
4323,Cidelândia,0.93,2103257,Maranhão,2013
4324,Xapuri,10.73,1200708,Acre,2013
4325,Porto Acre,3.77,1200807,Acre,2013
4326,Lavandeira,0.0,1712157,Tocantins,2013
4327,Ponte Alta do Bom Jesus,0.0,1717800,Tocantins,2013
4328,São Roberto,0.0,2111672,Maranhão,2013
4329,Alto Alegre do Pindaré,0.01,2100477,Maranhão,2013
4330,Sena Madureira,31.99,1200500,Acre,2013
4331,Abreulândia,0.0,1700251,Tocantins,2013
4332,Governador Luiz Rocha,6.44,2104628,Maranhão,2013
4333,Pedreiras,0.0,2108207,Maranhão,2013
4334,Xinguara,0.64,1508407,Pará,2013
4335,Itapuã do Oeste,16.77,1101104,Rondônia,2013
4336,São Sebastião da Boa Vista,0.26,1507706,Pará,2013
4337,Presidente Médici,0.0,2109239,Maranhão,2013
4338,São Francisco do Guaporé,16.08,1101492,Rondônia,2013
4339,Fátima,0.0,1707553,Tocantins,2013
4340,Paraibano,0.0,2107704,Maranhão,2013
4341,Placas,24.8,1505650,Pará,2013
4342,Vale do Paraíso,0.24,1101807,Rondônia,2013
4343,Manoel Urbano,16.33,1200344,Acre,2013
4344,Novo Progresso,164.23,1505031,Pará,2013
4345,Montes Altos,0.2,2107001,Maranhão,2013
4346,Chapada de Areia,0.0,1704600,Tocantins,2013
4347,Vale do Anari,8.58,1101757,Rondônia,2013
4348,Governador Edison Lobão,0.5,2104552,Maranhão,2013
4349,Dueré,0.09,1707306,Tocantins,2013
4350,Alenquer,17.81,1500404,Pará,2013
4351,Mazagão,0.97,1600402,Amapá,2013
4352,Curionópolis,0.0,1502772,Pará,2013
4353,Tailândia,33.27,1507953,Pará,2013
4354,Arapoema,0.0,1702307,Tocantins,2013
4355,Rondolândia,13.15,5107578,Mato Grosso,2013
4356,Buriticupu,9.75,2102325,Maranhão,2013
4357,São Paulo de Olivença,0.26,1303908,Amazonas,2013
4358,Cantá,9.55,1400175,Roraima,2013
4359,Apicum-Açu,0.0,2100832,Maranhão,2013
4360,Anamã,0.72,1300086,Amazonas,2013
4361,Sucupira,0.0,1720853,Tocantins,2013
4362,Presidente Médici,0.51,1100254,Rondônia,2013
4363,Pacajá,29.86,1505486,Pará,2013
4364,Paranatinga,19.94,5106307,Mato Grosso,2013
4365,Pimenta Bueno,6.46,1100189,Rondônia,2013
4366,Paço do Lumiar,0.14,2107506,Maranhão,2013
4367,Aparecida do Rio Negro,0.0,1701101,Tocantins,2013
4368,Matinha,0.29,2106508,Maranhão,2013
4369,Ulianópolis,11.12,1508126,Pará,2013
4370,Itupiranga,62.47,1503705,Pará,2013
4371,Rio Preto da Eva,0.61,1303569,Amazonas,2013
4372,Santa Rita do Trivelato,2.85,5107768,Mato Grosso,2013
4373,São João do Araguaia,3.37,1507508,Pará,2013
4374,Água Azul do Norte,5.3,1500347,Pará,2013
4375,Barra do Corda,13.39,2101608,Maranhão,2013
4376,Urucurituba,0.8,1304401,Amazonas,2013
4377,Santo Afonso,6.4,5107263,Mato Grosso,2013
4378,Muaná,0.0,1504901,Pará,2013
4379,Davinópolis,0.0,2103752,Maranhão,2013
4380,Colméia,0.22,1716703,Tocantins,2013
4381,Novo Repartimento,150.4,1505064,Pará,2013
4382,Monte Santo do Tocantins,0.19,1713700,Tocantins,2013
4383,Grajaú,23.9,2104800,Maranhão,2013
4384,Alto Alegre dos Parecis,4.8,1100379,Rondônia,2013
4385,Portel,16.99,1505809,Pará,2013
4386,Itaúba,5.03,5104559,Mato Grosso,2013
4387,Parecis,4.74,1101450,Rondônia,2013
4388,Colorado do Oeste,0.55,1100064,Rondônia,2013
4389,Presidente Kennedy,0.0,1718402,Tocantins,2013
4390,Anapu,19.16,1500859,Pará,2013
4391,Juarina,0.0,1711803,Tocantins,2013
4392,Novo Horizonte do Norte,0.07,5106273,Mato Grosso,2013
4393,Tonantins,0.0,1304237,Amazonas,2013
4394,João Lisboa,0.0,2105500,Maranhão,2013
4395,Porto Velho,305.08,1100205,Rondônia,2013
4396,Nova Olinda,0.0,1714880,Tocantins,2013
4397,Confresa,19.6,5103353,Mato Grosso,2013
4398,Curuá,1.42,1502855,Pará,2013
4399,Itapiranga,1.35,1302009,Amazonas,2013
4400,São Luís Gonzaga do Maranhão,0.0,2111409,Maranhão,2013
4401,Novo Santo Antônio,4.78,5106315,Mato Grosso,2013
4402,Novo Horizonte do Oeste,0.4,1100502,Rondônia,2013
4403,São Raimundo das Mangabeiras,0.0,2111607,Maranhão,2013
4404,Cândido Mendes,0.57,2102606,Maranhão,2013
4405,Amarante do Maranhão,11.62,2100600,Maranhão,2013
4406,Plácido de Castro,4.9,1200385,Acre,2013
4407,Serrano do Maranhão,0.18,2111789,Maranhão,2013
4408,Irituia,0.9,1503507,Pará,2013
4409,Pauini,4.76,1303502,Amazonas,2013
4410,Oeiras do Pará,2.33,1505205,Pará,2013
4411,Acrelândia,9.48,1200013,Acre,2013
4412,Almeirim,9.18,1500503,Pará,2013
4413,Ribeirão Cascalheira,1.97,5107180,Mato Grosso,2013
4414,Esperantina,0.3,1707405,Tocantins,2013
4415,Feijó,23.75,1200302,Acre,2013
4416,Couto Magalhães,0.21,1706001,Tocantins,2013
4417,Igarapé-Miri,0.98,1503309,Pará,2013
4418,Rurópolis,18.76,1506195,Pará,2013
4419,Porto Franco,0.81,2109007,Maranhão,2013
4420,Sampaio,0.0,1718808,Tocantins,2013
4421,Belém,0.0,1501402,Pará,2013
4422,Vitória do Mearim,1.3,2112902,Maranhão,2013
4423,Tupirama,0.0,1721257,Tocantins,2013
4424,São Domingos do Capim,1.96,1507201,Pará,2013
4425,Trizidela do Vale,0.0,2112233,Maranhão,2013
4426,Porto Alegre do Tocantins,0.0,1718006,Tocantins,2013
4427,Goiatins,0.0,1709005,Tocantins,2013
4428,Chapada da Natividade,0.0,1705102,Tocantins,2013
4429,São Sebastião do Tocantins,0.0,1720309,Tocantins,2013
4430,Amapá do Maranhão,0.35,2100550,Maranhão,2013
4431,Taguatinga,0.0,1720903,Tocantins,2013
4432,São Vicente Ferrer,0.0,2111706,Maranhão,2013
4433,Tocantínia,0.0,1721109,Tocantins,2013
4434,Pinheiro,1.23,2108603,Maranhão,2013
4435,Cristalândia,0.0,1706100,Tocantins,2013
4436,Aguiarnópolis,0.0,1700301,Tocantins,2013
4437,Piraquê,0.79,1717206,Tocantins,2013
4438,Bonito,0.56,1501600,Pará,2013
4439,Fortaleza dos Nogueiras,0.0,2104107,Maranhão,2013
4440,Terra Alta,0.15,1507961,Pará,2013
4441,Lago da Pedra,0.0,2105708,Maranhão,2013
4442,Balsas,0.0,2101400,Maranhão,2013
4443,Ipixuna do Pará,18.31,1503457,Pará,2013
4444,Santo Antônio dos Lopes,0.0,2110302,Maranhão,2013
4445,Serra do Navio,0.27,1600055,Amapá,2013
4446,Pau D'Arco,0.18,1716307,Tocantins,2013
4447,Concórdia do Pará,0.56,1502756,Pará,2013
4448,Lima Campos,0.0,2106003,Maranhão,2013
4449,São João do Paraíso,0.4,2111052,Maranhão,2013
4450,Boa Vista do Gurupi,0.0,2101970,Maranhão,2013
4451,Ponte Alta do Tocantins,0.0,1717909,Tocantins,2013
4452,Nazaré,0.0,1714302,Tocantins,2013
4453,Aveiro,14.07,1501006,Pará,2013
4454,Nova União,0.44,1101435,Rondônia,2013
4455,Boca do Acre,33.6,1300706,Amazonas,2013
4456,Luciara,0.1,5105309,Mato Grosso,2013
4457,Xambioá,0.18,1722107,Tocantins,2013
4458,Barcelos,0.98,1300409,Amazonas,2013
4459,Guaraí,4.68,1709302,Tocantins,2013
4460,Codajás,1.07,1301308,Amazonas,2013
4461,Querência,14.0,5107065,Mato Grosso,2013
4462,São Luiz,6.79,1400605,Roraima,2013
4463,Careiro,3.97,1301100,Amazonas,2013
4464,Pium,0.0,1717503,Tocantins,2013
4465,Brasnorte,11.95,5101902,Mato Grosso,2013
4466,Paranaíta,12.99,5106299,Mato Grosso,2013
4467,Oriximiná,8.59,1505304,Pará,2013
4468,Amajari,5.16,1400027,Roraima,2013
4469,Baião,6.25,1501204,Pará,2013
4470,Pacaraima,0.3,1400456,Roraima,2013
4471,Tabocão,0.0,1708254,Tocantins,2013
4472,São Salvador do Tocantins,0.0,1720259,Tocantins,2013
4473,Ipueiras,0.0,1709807,Tocantins,2013
4474,Juruá,0.41,1302207,Amazonas,2013
4475,Santana,0.16,1600600,Amapá,2013
4476,Jutaí,1.37,1302306,Amazonas,2013
4477,Crixás do Tocantins,0.0,1706258,Tocantins,2013
4478,Angico,0.41,1701051,Tocantins,2013
4479,Palestina do Pará,1.85,1505494,Pará,2013
4480,Alto Boa Vista,2.07,5100359,Mato Grosso,2013
4481,Turiaçu,0.84,2112407,Maranhão,2013
4482,Wanderlândia,0.23,1722081,Tocantins,2013
4483,Viana,2.04,2112803,Maranhão,2013
4484,Pedro Afonso,1.27,1716505,Tocantins,2013
4485,Riachinho,0.15,1718550,Tocantins,2013
4486,São Valério,0.0,1720499,Tocantins,2013
4487,Cachoeira do Piriá,5.04,1501956,Pará,2013
4488,Castanhal,1.23,1502400,Pará,2013
4489,Rondon do Pará,29.26,1506187,Pará,2013
4490,Barra do Ouro,0.0,1703073,Tocantins,2013
4491,Tomé-Açu,13.59,1508001,Pará,2013
4492,Poção de Pedras,0.0,2108900,Maranhão,2013
4493,São Bento,0.0,2110500,Maranhão,2013
4494,Godofredo Viana,0.71,2104305,Maranhão,2013
4495,Presidente Juscelino,2.16,2109205,Maranhão,2013
4496,São Pedro dos Crentes,0.0,2111573,Maranhão,2013
4497,Buriti do Tocantins,0.0,1703800,Tocantins,2013
4498,Centro Novo do Maranhão,12.02,2103174,Maranhão,2013
4499,Careiro da Várzea,2.81,1301159,Amazonas,2013
4500,Buriti Bravo,1.9,2102309,Maranhão,2013
4501,Pedro do Rosário,0.88,2108256,Maranhão,2013
4502,Palmeirante,0.07,1715705,Tocantins,2013
4503,Palmeiras do Tocantins,0.17,1713809,Tocantins,2013
4504,Carrasco Bonito,0.0,1703891,Tocantins,2013
4505,Conceição do Lago-Açu,0.0,2103554,Maranhão,2013
4506,Vitorino Freire,0.0,2113009,Maranhão,2013
4507,São Domingos do Araguaia,2.35,1507151,Pará,2013
4508,Almas,0.0,1700400,Tocantins,2013
4509,Lajeado,0.0,1712009,Tocantins,2013
4510,Feira Nova do Maranhão,0.0,2104073,Maranhão,2013
4511,Icatu,0.16,2105104,Maranhão,2013
4512,Cururupu,0.0,2103703,Maranhão,2013
4513,Itacajá,0.0,1710508,Tocantins,2013
4514,Luís Domingues,0.53,2106201,Maranhão,2013
4515,Campos Lindos,0.0,1703842,Tocantins,2013
4516,Aurora do Pará,4.7,1500958,Pará,2013
4517,Peri Mirim,0.0,2108405,Maranhão,2013
4518,Capinzal do Norte,0.0,2102754,Maranhão,2013
4519,Cachoeirinha,0.0,1703826,Tocantins,2013
4520,Bela Vista do Maranhão,0.0,2101772,Maranhão,2013
4521,Carmolândia,0.0,1703883,Tocantins,2013
4522,Santa Rita do Tocantins,0.0,1718899,Tocantins,2013
4523,Ministro Andreazza,0.11,1101203,Rondônia,2013
4524,Ponta de Pedras,0.0,1505700,Pará,2013
4525,Chupinguaia,4.77,1100924,Rondônia,2013
4526,Castanheira,8.02,5102850,Mato Grosso,2013
4527,Manaquiri,0.65,1302553,Amazonas,2013
4528,Marcelândia,36.61,5105580,Mato Grosso,2013
4529,Formoso do Araguaia,3.41,1708205,Tocantins,2013
4530,São Felipe D'Oeste,0.17,1101484,Rondônia,2013
4531,Brejinho de Nazaré,0.0,1703701,Tocantins,2013
4532,Juara,15.91,5105101,Mato Grosso,2013
4533,Guarantã do Norte,8.02,5104104,Mato Grosso,2013
4534,Nova Marilândia,2.71,5108857,Mato Grosso,2013
4535,Bernardo do Mearim,0.0,2101939,Maranhão,2013
4536,Terra Nova do Norte,7.67,5108055,Mato Grosso,2013
4537,Indiavaí,0.0,5104500,Mato Grosso,2013
4538,Soure,0.0,1507904,Pará,2013
4539,Caapiranga,0.44,1300839,Amazonas,2013
4540,Marabá,80.96,1504208,Pará,2013
4541,Nova Brasilândia D'Oeste,1.82,1100148,Rondônia,2013
4542,Campo Novo do Parecis,0.01,5102637,Mato Grosso,2013
4543,Guajará-Mirim,24.29,1100106,Rondônia,2013
4544,Mojuí dos Campos,3.94,1504752,Pará,2013
4545,Benjamin Constant,1.42,1300607,Amazonas,2013
4546,Dois Irmãos do Tocantins,0.2,1707207,Tocantins,2013
4547,Jaru,0.3,1100114,Rondônia,2013
4548,Jordão,2.22,1200328,Acre,2013
4549,Mucajaí,38.51,1400308,Roraima,2013
4550,Normandia,0.0,1400407,Roraima,2013
4551,Juína,27.54,5105150,Mato Grosso,2013
4552,Corumbiara,0.71,1100072,Rondônia,2013
4553,Urupá,0.69,1101708,Rondônia,2013
4554,Trairão,42.52,1508050,Pará,2013
4555,Atalaia do Norte,0.89,1300201,Amazonas,2013
4556,Nhamundá,2.58,1303007,Amazonas,2013
4557,Barra do Garças,0.0,5101803,Mato Grosso,2013
4558,São Domingos do Maranhão,14.38,2110708,Maranhão,2013
4559,Bagre,0.53,1501105,Pará,2013
4560,São Bento do Tocantins,0.46,1720101,Tocantins,2013
4561,Juruti,2.29,1503903,Pará,2013
4562,Colniza,155.88,5103254,Mato Grosso,2013
4563,Quatipuru,0.0,1506112,Pará,2013
4564,Salinópolis,1.72,1506203,Pará,2013
4565,Babaçulândia,0.0,1703008,Tocantins,2013
4566,Zé Doca,4.65,2114007,Maranhão,2013
4567,Sapucaia,0.0,1507755,Pará,2013
4568,Colares,0.0,1502608,Pará,2013
4569,Araguatins,1.8,1702208,Tocantins,2013
4570,Pio XII,0.0,2108702,Maranhão,2013
4571,Novo Jardim,0.0,1715259,Tocantins,2013
4572,Marechal Thaumaturgo,2.16,1200351,Acre,2013
4573,Teixeirópolis,0.0,1101559,Rondônia,2013
4574,São Francisco do Pará,0.46,1507409,Pará,2013
4575,Paulo Ramos,0.0,2108108,Maranhão,2013
4576,Nova Colinas,0.0,2107258,Maranhão,2013
4577,Santa Maria do Tocantins,0.0,1718881,Tocantins,2013
4578,Arraias,0.0,1702406,Tocantins,2013
4579,Salvaterra,0.53,1506302,Pará,2013
4580,Manicoré,42.89,1302702,Amazonas,2013
4581,Santa Maria do Pará,0.94,1506609,Pará,2013
4582,Cajapió,0.0,2102408,Maranhão,2013
4583,Bom Jardim,14.25,2102002,Maranhão,2013
4584,Peixe,0.0,1716604,Tocantins,2013
4585,Governador Archer,0.74,2104503,Maranhão,2013
4586,Curralinho,1.69,1502806,Pará,2013
4587,Talismã,0.0,1720978,Tocantins,2013
4588,Timbiras,0.0,2112100,Maranhão,2013
4589,Igarapé-Açu,0.8,1503200,Pará,2013
4590,Lago Verde,0.0,2105906,Maranhão,2013
4591,Itamarati,1.55,1301951,Amazonas,2013
4592,Lábrea,116.83,1302405,Amazonas,2013
4593,Luzinópolis,0.1,1712454,Tocantins,2013
4594,Brasilândia do Tocantins,0.14,1703602,Tocantins,2013
4595,Axixá,0.44,2101103,Maranhão,2013
4596,Brejo de Areia,0.0,2102150,Maranhão,2013
4597,Marituba,0.0,1504422,Pará,2013
4598,Recursolândia,0.34,1718501,Tocantins,2013
4599,Praia Norte,0.64,1718303,Tocantins,2013
4600,Sítio Novo,0.1,2111805,Maranhão,2013
4601,Ouro Preto do Oeste,0.58,1100155,Rondônia,2013
